Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End
456843669,9,"Wheat, Whole, Bread, Corn, Silo, Silo",Grain,Grain,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
456843669,91,"Grawp, André, Beanstalk, Green, Beanstock, Green",Giant,Giant,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
456863960,77,"Aurora, East, Bright, illuminates, Bulb, Bulb",Light,Light,Normal mode,Turn-based • 2 moves per day ,English,Standard
456863960,99,"Persian, mat, Wig, Pulled, Floor, Doug",Rug,Rug,Normal mode,Turn-based • 2 moves per day ,English,Standard
456870600,19,"crisis, Urgent, alarm, evacuation, room, Rescue",Emergency,Emergency,Normal mode,Turn-based • 3 moves per day ,English,Standard
456870600,28,"MLB, Snicket, TELEVISION, trilogy, world, World",Series,series,Normal mode,Turn-based • 3 moves per day ,English,Standard
456870600,46,"packaging, cardboard, Milk, cigarette, Container, eggs",Carton,Carton,Normal mode,Turn-based • 3 moves per day ,English,Standard
456881453,101,"Viande, Steak, Bourguignon, Ure, Vache, Vache",Bœuf,Boeuf,Normal mode,Turn-based • 1 move per day ,Français,Standard
456881453,111,"Soupirs, Rivière, Suspendu, ""Davignon"", Avignon, Avignon",Pont,Pont,Normal mode,Turn-based • 1 move per day ,Français,Standard
456881453,27,"Molotov, Explosif, H, Hiroshima, Nucléaire, Nucléaire",Bombe,Bombe,Normal mode,Turn-based • 1 move per day ,Français,Standard
456881453,36,"Eclair, Violent, Été, Désespoir, Tempête, Zeus",Orage,Orage,Normal mode,Turn-based • 1 move per day ,Français,Standard
456881453,83,"Enfumage, Megafeu, Brûle, Pompier, Feu, Pompiers",Incendie,Incendie,Normal mode,Turn-based • 1 move per day ,Français,Standard
456889982,33,"complementary, money, Top, Point",Tip,Tip,Normal mode,Turn-based • 2 moves per day ,English,Standard
456889982,39,"Bow, And, Arrowhead, Weapon",Arrow,String,Normal mode,Turn-based • 2 moves per day ,English,Standard
456889982,5,"tractor, caboose, Pull, Behind",Trailer,Trailer,Normal mode,Turn-based • 2 moves per day ,English,Standard
456908720,12,"hanglide, silk, skydiving, umbrella, skydive, skydive",Parachute,parachute,Friendly mode,No time limit • with friends only,English,Standard
456908720,18,"monocle, eyewear, tumblers, spectacles, spectacles, spectacles",Glasses,glasses,Friendly mode,No time limit • with friends only,English,Standard
456908720,24,"piccolo, woodwind, silver, toot, instument, instrument",Flute,flute,Friendly mode,No time limit • with friends only,English,Standard
456908720,43,"throwing, hand-held, pull, pin, bomb, bomb",Grenade,bowling,Friendly mode,No time limit • with friends only,English,Standard
456908720,50,"butterfly, shell, metamorphosis, caterpillar, shroud, chrysalis",Cocoon,cocoon,Friendly mode,No time limit • with friends only,English,Standard
456915945,12,"Lancelot, Round, LACK, Foosball, nightstand, nightstand",Table,Table,Normal mode,Turn-based • 1 move per day ,English,Standard
456915945,43,"floury, baby, whey, Cornstarch, talc, talcum",Powder,powder,Normal mode,Turn-based • 1 move per day ,English,Standard
456915945,55,"bobble, melon, noggin, Skull, Tail, Helmet",Head,head,Normal mode,Turn-based • 1 move per day ,English,Standard
456915945,6,"proboscis, sneezer, Honker, Beak, snotty, booger",Nose,nose,Normal mode,Turn-based • 1 move per day ,English,Standard
456916364,47,"Vegas, fantasy, mistake, imagination, Dessert, Oasis",Mirage,mirage,Normal mode,Turn-based • 2 moves per day ,English,Standard
456916364,78,"wizard, Penn, abracadabra, mandrake, rabbit, Rabbit",Magician,Magician,Normal mode,Turn-based • 2 moves per day ,English,Standard
456972250,63,"Protège, Rond, Protection, Chevalier",Bouclier,casque,Friendly mode,No time limit • with friends only,Français,Standard
457019141,18,"Trip, Lion, Kenya, Tour, jeep, jeep",Safari,Africa,Normal mode,Turn-based • 1 move per day ,English,Standard
457019141,29,"wedding, long, Tutu, Garment, Fancy, Fancy",Dress,Dress,Normal mode,Turn-based • 1 move per day ,English,Standard
457019141,84,"Jim, laser, Plank, Ray, Smile, Smile",Beam,Beam,Normal mode,Turn-based • 1 move per day ,English,Standard
457019141,9,"HGV, Transportation, simulator, Wagon, lorry, Dump",Truck,Truck,Normal mode,Turn-based • 1 move per day ,English,Standard
457021344,36,"Canard, alentours, Angle, Orteil, Caché, Punition",Coin,Coin,Normal mode,Turn-based • 1 move per day ,Français,Standard
457021344,82,"Aie, Texas, Épine, Dutronc, Dutronc, Dutronc",Cactus,Cactus,Normal mode,Turn-based • 1 move per day ,Français,Standard
457036000,10,"satyr, flute, Gold, Peter, Peter, Peter",Pan,pan,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457036000,19,"Fore, par, Mini, Fairway, Wii, Mickelson",Golf,Golf,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457036000,37,"ville, Ranch, chicken, Homestead, Animal, Animals",Farm,Prarie,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457036000,9,"satyr, flute, Gold, Peter, Peter, Peter",Pan,pan,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457037078,19,"luck, Trifolium, sprout, Irish, Shamrock, Shamrock",Clover,Clover,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457037078,28,"Bridal, tub, Meteor, golden, Rinse, Clean",Shower,shower,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457037078,48,"savory, stink, Breath, Gilroy, vampire, Vampire",Garlic,garlic,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457037078,86,"tulip, Electric, screw, garlic, garlic, Garlic",Bulb,Bulb,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457037078,95,"Persian, Aladdin, wig, area, mat, Mat",Rug,rug,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457064795,18,"Plug, wall, Tanger, sevierville, grounded, Grounded",Outlet,Outlet,Normal mode,Fast Turn-based • 24 moves per day ,English,Standard
457064795,27,"Hurled, Skewer, Mint, pointy, Fishing, Brittany",Spear,Spear,Normal mode,Fast Turn-based • 24 moves per day ,English,Standard
457064795,36,"gumiho, Vixen, Scully, Inari, Mulder, experiment",Fox,Fox,Normal mode,Fast Turn-based • 24 moves per day ,English,Standard
457064795,9,"Horns, Jersey, Beelzebub, lived, Dirt, Mephistopheles",Devil,Devil,Normal mode,Fast Turn-based • 24 moves per day ,English,Standard
457075501,34,"Therianthrope, FISH, cryptid, Trident, dinglehopper",Mermaid,mermaid,Normal mode,Turn-based • 1 move per day ,English,Standard
457075501,8,"Moat, Fillion, ""Peachs"", crenellation, rook",Castle,castle,Normal mode,Turn-based • 1 move per day ,English,Standard
457101867,36,"Krysten, previews, -plex, verite, movies, Paradiso",Cinema,cinema,Normal mode,Turn-based • 1 move per day ,English,Standard
457101867,72,"creosote, ""Elmos"", triangle, SHOOT, axe, burning",Fire,fire,Normal mode,Turn-based • 1 move per day ,English,Standard
457101867,90,"test, inner, toothpaste, river, vacuum, cathode-ray",Tube,tube,Normal mode,Turn-based • 1 move per day ,English,Standard
457103577,45,"Treaty, Proudmoore, partnership, pact, amalgamation, NATO",Alliance,Agreement,Normal mode,Turn-based • 2 moves per day ,English,Standard
457105347,46,"Eight, Octavius, suction, Seafood, Inks, Squid",Octopus,octopus,Normal mode,Turn-based • 1 move per day ,English,Standard
457105347,73,"Fashion, dressor, barber, Dye, Designer, Designer",Stylist,Hair,Normal mode,Turn-based • 1 move per day ,English,Standard
457105347,9,"Eagle, mirage, Sahara, Gobi, Gobi, Sahara",Desert,Desert,Normal mode,Turn-based • 1 move per day ,English,Standard
457134947,37,"attack, Mace, Sidearm, Armed, Nunchucks, saber",Weapon,Weapon,Normal mode,Turn-based • 1 move per day ,English,Standard
457134947,46,"blowup, figureine, Raggedy, House, porcelain, Porcelain",Doll,Doll,Normal mode,Turn-based • 1 move per day ,English,Standard
457134947,86,"Italian, Hawaiian, hut",Pizza,Pizza,Normal mode,Turn-based • 1 move per day ,English,Standard
457134947,9,"Pine, Syringe, Haystack, Tattoo, injection, poke",Needle,needle,Normal mode,Turn-based • 1 move per day ,English,Standard
457180704,40,"Wunsch, Bohrung, Wasser, Trevi, Eimer, Eimer",Brunnen,Brunnen,Normal mode,Turn-based • 2 moves per day ,Deutsch,Standard
457180704,70,"Frisiermittel, Gleiten, gallertartig, Haar, Punkhaarschnitt, Haare",Gel,Gel,Normal mode,Turn-based • 2 moves per day ,Deutsch,Standard
457180704,88,"Macron, Leiter, Roosevelt, Mr., General, Washington",Präsident,Präsident,Normal mode,Turn-based • 2 moves per day ,Deutsch,Standard
457198181,38,"forteresse, Chenonceau, Bâtiment, Fort, oubliettes, Roi",Château,Château,Normal mode,Turn-based • 1 move per day ,Français,Standard
457198181,47,"Iguazu, Silence, cascade, Niagara, Éboulement, dégringolade",Chute,Chute,Normal mode,Turn-based • 1 move per day ,Français,Standard
457235025,18,"Aguilera, Aladdin, Wahnsinn, verbummeltes, Einstein, Einstein",Genie,Genie,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457235025,51,"Kavität, Fäulnis, Baktus, Gebisserkrankung, Zahnarzt, zahnarzt",Karies,Karies,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457235025,9,"Musikunterricht, Idiophone, Dreieck, eckig, Dreieck, Dreieckig",Triangel,Triangel,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457272728,49,"Grind, grinding, stone, Puppy, Powder",Mill,Mill,Normal mode,Turn-based • 1 move per day ,English,Standard
457272728,65,"Purple, umbrella, Precipitation, Drizzle, Drizzle",Rain,rain,Normal mode,Turn-based • 1 move per day ,English,Standard
457272728,81,"Dali, hair, Milk, Selleck, Selleck",Mustache,Camel,Normal mode,Turn-based • 1 move per day ,English,Standard
457287935,48,"Vampire, Pungent, Clove, Minced, Italian",Garlic,garlic,Normal mode,Turn-based • 2 moves per day ,English,Standard
457287935,80,"Plant, Crop, cigar, Wacky, Leaves",Tobacco,tobacco,Normal mode,Turn-based • 2 moves per day ,English,Standard
457287935,97,"Time, Timex, Fitbit, Observe, chronograph",Watch,Watch,Normal mode,Turn-based • 2 moves per day ,English,Standard
457317031,74,"Pythagore, forme, polygone, géométrie, Bermudes, Bermudes",Triangle,Triangle,Normal mode,Turn-based • 1 move per day ,Français,Standard
457317031,9,"ordre, Surveillance, Concierge, Protecteur, but, But",Gardien,Gardien,Normal mode,Turn-based • 1 move per day ,Français,Standard
457340220,52,"sodium, seawater, pink, flavour",Salt,salrt,Normal mode,Turn-based • 1 move per day ,English,Standard
457340220,90,"fork, twig, bank, stick",Branch,branch,Normal mode,Turn-based • 1 move per day ,English,Standard
457361999,27,"Tide, Waves, Eleven, pacific, humongous, sea",Ocean,ocean,Normal mode,Turn-based • 2 moves per day ,English,Standard
457361999,55,"remy, Mouse, trap, rodent, Trump, sewer",Rat,rat,Normal mode,Turn-based • 2 moves per day ,English,Standard
457361999,9,"Rigged, voting, suffrage, Vote, vote, Vote",Election,Election,Normal mode,Turn-based • 2 moves per day ,English,Standard
457361999,91,"bell, worm, jewelry, Bull, Gollum, Elden",Ring,ring,Normal mode,Turn-based • 2 moves per day ,English,Standard
457368390,100,"Sharon, Geology, kidney, Pebble, Pebble, Pebble",Stone,Stone,Normal mode,Turn-based • 1 move per day ,English,Standard
457368390,27,"romance, drive, fruit, fruit, Fruit, Fruit",Passion,Date,Normal mode,Turn-based • 1 move per day ,English,Standard
457368390,46,"gown, Scrubs, Emergency, surgery, patients, patients",Hospital,Hospital,Normal mode,Turn-based • 1 move per day ,English,Standard
457368390,82,"fluffy, fabric, Cashmere, Sweater, Fleece, fleece",Wool,wool,Normal mode,Turn-based • 1 move per day ,English,Standard
457368390,91,"Pontiff, Benedict, bishop, Christian, Vatican, Vatican",Pope,Pope,Normal mode,Turn-based • 1 move per day ,English,Standard
457371583,101,"McQueen, vw, Ford, breaks, Vehicle, Drive",Car,Car,Normal mode,Turn-based • 3 moves per day ,English,Standard
457371583,74,"pupil, teachers, class, students, driving, Elementary",School,school,Normal mode,Turn-based • 3 moves per day ,English,Standard
457371583,9,"fang, panther, jaguar, stiftlers, feline, America",Cougar,cougar,Normal mode,Turn-based • 3 moves per day ,English,Standard
457434713,110,"Lobes, neurone, Crâne, intellectuel, occipital, génie",Cerveau,Cerveau,Normal mode,Turn-based • 1 move per day ,Français,Standard
457434713,46,"Idée, civil, Prodige, Sapeur, lampe, lampe",Génie,Génie,Normal mode,Turn-based • 1 move per day ,Français,Standard
457434713,73,"eau, foule, douche, Savon, Mousse, moussant",Bain,Bain,Normal mode,Turn-based • 1 move per day ,Français,Standard
457434713,82,"film, Genre, Morricone, Union, spaghetti, Spaghetti",Western,western,Normal mode,Turn-based • 1 move per day ,Français,Standard
457434713,9,"brillant, Précieux, carat, Noir, solitaire, solitaire",Diamant,Diamant,Normal mode,Turn-based • 1 move per day ,Français,Standard
457434713,91,"hachis, blague, Attrape, Attrape, Dinde, Dinde",Farce,patate,Normal mode,Turn-based • 1 move per day ,Français,Standard
457477636,33,"Face, Hair, Yellow.., Pirate",Beard,Beard,Normal mode,Turn-based • 2 moves per day ,English,Standard
457477636,43,"pirate, space, Captain, Anchor",Ship,Ship,Normal mode,Turn-based • 2 moves per day ,English,Standard
457506305,73,"Personal, Hairdresser, Curator, Beauty, hair, Hair",Stylist,assistant,Normal mode,Turn-based • 1 move per day ,English,Standard
457506305,83,"Cranberries, shamble, brain, apocalypse, Undead, undead",Zombie,Zombie,Normal mode,Turn-based • 1 move per day ,English,Standard
457506305,9,"Armstrong, Peake, Gagarin, Traveler, Rocketman, Spaceship",Astronaut,Astronaut,Normal mode,Turn-based • 1 move per day ,English,Standard
457530704,42,"Oak, Tenured, Snape, Lupin, undergraduate, pedagogy",Professor,proffesioner,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457530704,74,"smoke, cylindrical, snowboarder, half, gutter, hose",Pipe,pipe,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457564681,101,"fresh, inhale, Nose, Air, air, air",Breath,breath,Normal mode,Turn-based • 1 move per day ,English,Standard
457564681,18,"Winnie, sweet, Yellow, Bear, Pooh, Manuka",Honey,Honey,Normal mode,Turn-based • 1 move per day ,English,Standard
457564681,54,"wind, popeye, Boat, away, Awolnation, AWOLnation",Sail,Sail,Normal mode,Turn-based • 1 move per day ,English,Standard
457564681,82,"overhead, allowance, Bag, Belongings, luggage, Luggage",Baggage,luggage,Normal mode,Turn-based • 1 move per day ,English,Standard
457564681,92,"Restaurant, Key, Kunai, Django, Link, link",Chain,chain,Normal mode,Turn-based • 1 move per day ,English,Standard
457589195,10,"Derrière, Maison, herbe, végétation",Jardin,Jardin,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,15,"Egout, Moche, Souris, Souris",Rat,rat,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,31,"Musique, Parole, Paroles, Musique",Chanson,Maison,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,37,"lieu, enterrés, Tombe, Endroit",Cimetière,Cimetière,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,42,"Carte, Postale, philatélie, marianne",Timbre,Timbre,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,47,"Encre, Ventouses, Poulpe, Poulpe",Pieuvre,Pieuvre,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,5,"papy, chevot, Feuille, Ciseau",Pierre,Pierre,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,52,"Senteur, Peau, Effluve, Chanel",Parfum,Parfum,Normal mode,Turn-based • 1 move per day ,Français,Standard
457589195,57,"chanson, Raphael, maison, ambulante",Caravane,Caravane,Normal mode,Turn-based • 1 move per day ,Français,Standard
457623598,18,"charge, rayovac, AAA, Energizer, Assault, Powered",Battery,battery,Normal mode,Turn-based • 1 move per day ,English,Standard
457623598,30,"treaty, pact, Coalition, united, Accord, accord",Alliance,Alliance,Normal mode,Turn-based • 1 move per day ,English,Standard
457623598,36,"wards, Holby, City, Ambulance, infirmary, Infirmary",Hospital,hospital,Normal mode,Turn-based • 1 move per day ,English,Standard
457623598,48,"oil, Vincent, Star, Plant, tall, seeds",Sunflower,Sunflower,Normal mode,Turn-based • 1 move per day ,English,Standard
457623598,54,"Catholic, Beloved, influential, Holiness, Vatican, Vatican",Pope,Pope,Normal mode,Turn-based • 1 move per day ,English,Standard
457623598,6,"Cologne, Süskind, Chanel, spray, Fragrance, fragrance",Perfume,Perfume,Normal mode,Turn-based • 1 move per day ,English,Standard
457623598,60,"flyer, navigator, First, Episode, Helicopter, Airline",Pilot,pilot,Normal mode,Turn-based • 1 move per day ,English,Standard
457630122,42,"salamander, changeable, lizard, changeling, colour, adaption",Chameleon,Chameleon,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457630122,48,"Silly, rabbit, swindle, sleight, Cheap, ruse",Trick,trick,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457630122,54,"confederation, Axis, Rebel, coalition, Anglo-American, Sino-Russian",Alliance,alliance,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457631043,6,"Termin, Monat, Terminplaner, Zeiteinträge, Datum, planen",Calendar,Uhrzeit,Normal mode,Turn-based • 1 move per day ,English,Standard
457635560,119,"Galion, Artère, Sanguin, Navire, spatial, Spaciale",Vaisseau,Pirate,Normal mode,Turn-based • 1 move per day ,Français,Standard
457635560,27,"Pise, magie, Eiffel, Donjon, Montparnasse, Montparnasse",Tour,tour,Normal mode,Turn-based • 1 move per day ,Français,Standard
457635560,9,"sidney, Carmen, Caruso, Garnier, ténor, Gâteau",Opéra,Opéra,Normal mode,Turn-based • 1 move per day ,Français,Standard
457655030,41,"ressort, cheveux, Saut, Caoutchouc",Élastique,Élastique,Normal mode,Real-time • Normal speed ,Français,Standard
457662245,30,"Wind, Rotor",Turbine,Turbine,Normal mode,Turn-based • 1 move per day ,English,Standard
457662245,48,"karaoke, Mitzvah",Bar,Bar,Normal mode,Turn-based • 1 move per day ,English,Standard
457697748,18,"Mitosis, Division, jail, Mobile, Perfect, microscopic",Cell,cell,Normal mode,Turn-based • 1 move per day ,English,Standard
457697748,78,"biscuit, Snickerdoodle, Browser, newjeans, Subway, Oreo",Cookie,Cookie,Normal mode,Turn-based • 1 move per day ,English,Standard
457698776,12,"Barclays, HSBC, robbery, Gringotts, depository, cash",Bank,bank,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457698776,18,"match, ignighter, weightless, dimmer, darker, darker",Lighter,Light,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457698776,43,"mozzarella, parmesan, Raclette, Muenster, provolone, gouda",Cheese,Cheese,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457698776,49,"Hull, Archery, Hawkeye, Bend, Curtsy, Curtsy",Bow,Bow,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457698776,6,"Snore, Furniture, Sheets, Pillow, Bath, Beyond",Bed,bed,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457698776,61,"two, tier, water, Spring, youth, Youth",Fountain,Fountain,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457701918,45,"Vegas, building, Bellagio, Rio, ""Harrahs"", Luxor",Casino,hotel,Normal mode,Turn-based • 1 move per day ,English,Standard
457701918,9,"""Snickets"", Numerical, Parallel, World, World, World",Series,Series,Normal mode,Turn-based • 1 move per day ,English,Standard
457701918,93,"pickable, plant, Irish, quad, Lucky, field",Clover,Clover,Normal mode,Turn-based • 1 move per day ,English,Standard
457706938,117,"Garden, Pinking, blades, Haircut, Metal, Scissors",Shears,Shears,Normal mode,Turn-based • 1 move per day ,English,Standard
457706938,27,"Colorful, repeat, Retell, Cockatiel, Bird, Bird",Parrot,Parrot,Normal mode,Turn-based • 1 move per day ,English,Standard
457706938,9,"gambling, Roulette, blackjack, Slots, Poker, Poker",Casino,Casino,Normal mode,Turn-based • 1 move per day ,English,Standard
457706938,99,"Hibernate, Wonderland, Danger, Endless, season, Season",Winter,Winter,Normal mode,Turn-based • 1 move per day ,English,Standard
457731333,114,"Electricity, basketball, Spice, Convection, boardgame, Calories",Heat,Heat,Normal mode,Turn-based • 1 move per day ,English,Standard
457731333,29,"Vanilla, Hockey, Glacier, Frost, melts, Baby",Ice,Ice,Normal mode,Turn-based • 1 move per day ,English,Standard
457731333,38,"Baht, Dollar, Pounds, Crypto, exchange, Money",Currency,Currency,Normal mode,Turn-based • 1 move per day ,English,Standard
457731333,49,"Bentley, sharing, Sedan, Quadracycle, Vehicle, Vehicle",Car,Car,Normal mode,Turn-based • 1 move per day ,English,Standard
457731333,9,"Puppet, Broadway, Stage, dream, Movies, Opera",Theater,theatre,Normal mode,Turn-based • 1 move per day ,English,Standard
457749670,18,"Watscheln, Mumble, Frack, Südpol, Königlich, Königskobra",Kaiserpinguin,Pinguin,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457749670,37,"Asthma, Schlager, ersticken, HeleneFischer, HeleneFischer, Ersticken",Atemlos,Atemlos,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457749670,46,"Bing, Dreieck, Kling, eckig, idiophon, Musikunterricht",Triangel,Triangel,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457749670,55,"Kleine, Arielle, Disney, Seemannsgarn, Flosse, Kopenhagen",Meerjungfrau,Meerjungfrau,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457749670,64,"Bauernhof, Tropfen, Korb, Huhn, Gockel, Gockel",Hahn,Ei,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457749670,74,"Vokabeln, Deutsch, Kommunikation, Wittgenstein, japanisch, Fremd-",Sprache,Sprache,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457749670,83,"Stein, Fluss, Split, Bodenbedeckend, Steinchen, Steinchen",Kiesel,Kiesel,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457752555,16,"Voiture, Banane, Payer, Enregistreuse, Enregistreuse",Caisse,Caisse,Normal mode,No time limit • with friends only,Français,Standard
457752555,24,"Sahara, Sable, Oasis, Dépeuplé, Dunes",Désert,Désert,Normal mode,No time limit • with friends only,Français,Standard
457752555,32,"Pirouette, Grillée, Éléphant, Apéro, Apéro",Cacahuète,Cacahuète,Normal mode,No time limit • with friends only,Français,Standard
457761732,102,"detective, Etui, Container, Files, Suit, Suit",Case,case,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457761732,113,"rabbit, Baby, Crunchy, bunny, Snowman, Snowman",Carrot,Carrot,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457761732,47,"Shiitake, topping, Niscalo, enoki, Magic, Vegetable",Mushroom,Mushroom,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457761732,56,"conflict, Forever, gem, Engagement, carbon, Carbon",Diamond,Match,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457761732,66,"just, Bill, Gratification, Cash, hint, hint",Tip,Tip,Normal mode,Turn-based • 1 move per 2 days ,English,Standard
457762341,111,"Make-up, Pierrot, Pipo, Creepy, funny, Circus",Clown,Clown,Normal mode,Turn-based • 1 move per day ,English,Standard
457762341,18,"Sandwich, Yellowfin, Fish, Oniguiri, canned, fishing",Tuna,tuna,Normal mode,Turn-based • 1 move per day ,English,Standard
457762341,75,"Cardamom, curry, Dune, Myrhh, paprika, Paprika",Spice,spice,Normal mode,Turn-based • 1 move per day ,English,Standard
457762341,9,"Bridegroom, Vows, alliance, Matrimony, couple, union",Marriage,marriage,Normal mode,Turn-based • 1 move per day ,English,Standard
457773217,27,"Bague, Hermite, Un, Robinson, Indépendant, Indépendant",Solitaire,solitaire,Normal mode,Turn-based • 1 move per day ,Français,Standard
457773217,45,"spiritueux, Cognac, 90, Champagne, Vin, distillerie",Alcool,Alcool,Normal mode,Turn-based • 1 move per day ,Français,Standard
457773217,73,"Professeur, Pipas, arachide, graine, Huile, Huile",Tournesol,Cacahuète,Normal mode,Turn-based • 1 move per day ,Français,Standard
457773217,9,"lent, Synapses, chef, crane, Crâne, Crâne",Cerveau,Cerveau,Normal mode,Turn-based • 1 move per day ,Français,Standard
457807283,25,"Actes, Shakespeare, Molière, scène",Théâtre,Théâtre,Normal mode,Turn-based • 2 moves per day ,Français,Standard
457876955,36,"coconut, Hand, Tropical, Forehand",Palm,Palm,Normal mode,Turn-based • 1 move per day ,English,Standard
457876955,51,"skein, shearing, Merino, Cashmere",Wool,Wool,Normal mode,Turn-based • 1 move per day ,English,Standard
457884605,28,"pelt, Inhumane, Animal, ecological, Hair, hairy",Fur,Bear,Normal mode,Turn-based • 1 move per day ,English,Standard
457899899,38,"Char, Tissu, Collants, mariée, Mariée, Mariée",Voile,Voile,Normal mode,Turn-based • 1 move per day ,Français,Standard
457899899,47,"Prison, Dégrisement, Grise, Procaryote, Mitose, mitose",Cellule,Cellule,Normal mode,Turn-based • 1 move per day ,Français,Standard
457899899,65,"Swing, Green, 18, Mini, Persique, Persique",Golf,Golf,Normal mode,Turn-based • 1 move per day ,Français,Standard
457899899,94,"feuilles, Pelle, Automne, Jardinage, échec, Dent",Râteau,Rateau,Normal mode,Turn-based • 1 move per day ,Français,Standard
457906441,105,"Long, Sew, Screw, Cotton, forum, Processing",Thread,Line,Normal mode,Turn-based • 1 move per day ,English,Standard
457906441,75,"Sole, High, ""Achilles"", Heighten, Kitten, sexy",Heel,Heel,Normal mode,Turn-based • 1 move per day ,English,Standard
457961218,45,"Heiligergeist, Kirchenfest, Feiertag, Montag, Apostelgeschichte, fünfzigster",Pfingsten,Pfingsten,Normal mode,Turn-based • 1 move per 2 days ,Deutsch,Standard
457962610,12,"Shot, Rob, Coffee, Cup, Milk, Drini",Mug,Latte,Normal mode,Turn-based • 1 move per day ,English,Standard
457962610,49,"Mortal, Kombat, Drizzle, Cloud, Forest, Precipitation",Rain,Rain,Normal mode,Turn-based • 1 move per day ,English,Standard
457962610,55,"Powerful, Swirl, Texas, Tag, Wind, Wind",Tornado,Border,Normal mode,Turn-based • 1 move per day ,English,Standard
457976449,30,"Trickster, Wand, Trick, Movie",Magician,Magician,Normal mode,Turn-based • 1 move per day ,English,Standard
457976449,35,"Bbq, Weenie, Food, Meat",Sausage,Sausage,Normal mode,Turn-based • 1 move per day ,English,Standard
457976449,6,"xylitol, aspartame, White, Candy, Sweet, Sweet",Sugar,Sugar,Normal mode,Turn-based • 1 move per day ,English,Standard
457976449,67,"Desert, Fake, Illusion, Illusion",Mirage,Mirage,Normal mode,Turn-based • 1 move per day ,English,Standard
458018463,18,"Reagan, Clinton, Lincoln, Si, Election, Nixon",President,President,Normal mode,Turn-based • 1 move per day ,English,Standard
458018463,36,"Tears, pungent, layers, Spring, layers, Spring",Onion,Onion,Normal mode,Turn-based • 1 move per day ,English,Standard
458018463,83,"candle, Match, burn, Oxygen, flickering, Flickering",Flame,fire,Normal mode,Turn-based • 1 move per day ,English,Standard
458018463,93,"espionage, double, Infiltrator, Peek, Secret, Secret",Spy,Spy,Normal mode,Turn-based • 1 move per day ,English,Standard
458039124,57,"poils, Hitler, Chat, Adolf, Barbershop",Moustache,moustache,Normal mode,Real-time • Normal speed ,Français,Standard
458060929,16,"Galapago, Slow, Shell, Hare, Hare",Tortoise,Turtle,Normal mode,Turn-based • 1 move per day ,English,Standard
458060929,61,"Squid, Ink, Eight, Ink, Eight",Octopus,Game,Normal mode,Turn-based • 1 move per day ,English,Standard
458063347,14,"Coppertop, Energetic, Rechargeable, Duracell",Battery,battery,Normal mode,Turn-based • 1 move per day ,English,Standard
458063347,21,"Partnership, Purplebelly, Pact, Pact",Alliance,Symbiote,Normal mode,Turn-based • 1 move per day ,English,Standard
458063347,36,"Liberty, Monument, Sculpture, Sculpture",Statue,Statue,Normal mode,Turn-based • 1 move per day ,English,Standard
